case,problem,num_cores,makespan,baseline_makespan,speedup,source,source_n,plan
case_055,1,1,118835,118835,1.0,self,1,results/final_plans_mono/p1/n1/case_055_multicore_res.json
case_055,1,2,57684,118835,2.0601,self,2,results/final_plans_mono/p1/n2/case_055_multicore_res.json
case_055,1,3,38093,118835,3.1196,self,3,results/final_plans_mono/p1/n3/case_055_multicore_res.json
case_055,1,4,31823,118835,3.7342,self,4,results/final_plans_mono/p1/n4/case_055_multicore_res.json
case_055,1,5,26800,118835,4.4341,self,5,results/final_plans_mono/p1/n5/case_055_multicore_res.json
case_055,2,1,118835,118835,1.0,self,1,results/final_plans_mono/p2/n1/case_055_multicore_res.json
case_055,2,2,48250,118835,2.4629,self,2,results/final_plans_mono/p2/n2/case_055_multicore_res.json
case_055,2,3,33559,118835,3.5411,self,3,results/final_plans_mono/p2/n3/case_055_multicore_res.json
case_055,2,4,31073,118835,3.8244,self,4,results/final_plans_mono/p2/n4/case_055_multicore_res.json
case_055,2,5,26653,118835,4.4586,self,5,results/final_plans_mono/p2/n5/case_055_multicore_res.json
case_055,3,1,118835,118835,1.0,self,1,results/final_plans_mono/p3/n1/case_055_multicore_res.json
case_055,3,2,48250,118835,2.4629,self,2,results/final_plans_mono/p3/n2/case_055_multicore_res.json
case_055,3,3,33559,118835,3.5411,self,3,results/final_plans_mono/p3/n3/case_055_multicore_res.json
case_055,3,4,29142,118835,4.0778,self,4,results/final_plans_mono/p3/n4/case_055_multicore_res.json
case_055,3,5,25947,118835,4.5799,self,5,results/final_plans_mono/p3/n5/case_055_multicore_res.json
case_056,1,1,277285,277285,1.0,self,1,results/final_plans_mono/p1/n1/case_056_multicore_res.json
case_056,1,2,160760,277285,1.7248,self,2,results/final_plans_mono/p1/n2/case_056_multicore_res.json
case_056,1,3,148001,277285,1.8735,self,3,results/final_plans_mono/p1/n3/case_056_multicore_res.json
case_056,1,4,116709,277285,2.3759,self,4,results/final_plans_mono/p1/n4/case_056_multicore_res.json
case_056,1,5,98991,277285,2.8011,self,5,results/final_plans_mono/p1/n5/case_056_multicore_res.json
case_056,2,1,277285,277285,1.0,self,1,results/final_plans_mono/p2/n1/case_056_multicore_res.json
case_056,2,2,130574,277285,2.1236,self,2,results/final_plans_mono/p2/n2/case_056_multicore_res.json
case_056,2,3,90771,277285,3.0548,self,3,results/final_plans_mono/p2/n3/case_056_multicore_res.json
case_056,2,4,88923,277285,3.1183,self,4,results/final_plans_mono/p2/n4/case_056_multicore_res.json
case_056,2,5,76464,277285,3.6263,self,5,results/final_plans_mono/p2/n5/case_056_multicore_res.json
case_056,3,1,277285,277285,1.0,self,1,results/final_plans_mono/p3/n1/case_056_multicore_res.json
case_056,3,2,130574,277285,2.1236,self,2,results/final_plans_mono/p3/n2/case_056_multicore_res.json
case_056,3,3,90592,277285,3.0608,self,3,results/final_plans_mono/p3/n3/case_056_multicore_res.json
case_056,3,4,88843,277285,3.1211,self,4,results/final_plans_mono/p3/n4/case_056_multicore_res.json
case_056,3,5,75480,277285,3.6736,self,5,results/final_plans_mono/p3/n5/case_056_multicore_res.json
case_057,1,1,59726,59726,1.0,self,1,results/final_plans_mono/p1/n1/case_057_multicore_res.json
case_057,1,2,33614,59726,1.7768,self,2,results/final_plans_mono/p1/n2/case_057_multicore_res.json
case_057,1,3,26147,59726,2.2842,self,3,results/final_plans_mono/p1/n3/case_057_multicore_res.json
case_057,1,4,22025,59726,2.7117,self,4,results/final_plans_mono/p1/n4/case_057_multicore_res.json
case_057,1,5,18596,59726,3.2118,self,5,results/final_plans_mono/p1/n5/case_057_multicore_res.json
case_057,2,1,59726,59726,1.0,self,1,results/final_plans_mono/p2/n1/case_057_multicore_res.json
case_057,2,2,30719,59726,1.9443,self,2,results/final_plans_mono/p2/n2/case_057_multicore_res.json
case_057,2,3,21820,59726,2.7372,self,3,results/final_plans_mono/p2/n3/case_057_multicore_res.json
case_057,2,4,17875,59726,3.3413,self,4,results/final_plans_mono/p2/n4/case_057_multicore_res.json
case_057,2,5,15599,59726,3.8288,self,5,results/final_plans_mono/p2/n5/case_057_multicore_res.json
case_057,3,1,59726,59726,1.0,self,1,results/final_plans_mono/p3/n1/case_057_multicore_res.json
case_057,3,2,30715,59726,1.9445,self,2,results/final_plans_mono/p3/n2/case_057_multicore_res.json
case_057,3,3,21007,59726,2.8431,self,3,results/final_plans_mono/p3/n3/case_057_multicore_res.json
case_057,3,4,17645,59726,3.3849,self,4,results/final_plans_mono/p3/n4/case_057_multicore_res.json
case_057,3,5,15428,59726,3.8713,self,5,results/final_plans_mono/p3/n5/case_057_multicore_res.json
case_058,1,1,4539717,4539717,1.0,self,1,results/final_plans_mono/p1/n1/case_058_multicore_res.json
case_058,1,2,2425474,4539717,1.8717,self,2,results/final_plans_mono/p1/n2/case_058_multicore_res.json
case_058,1,3,1554831,4539717,2.9197,self,3,results/final_plans_mono/p1/n3/case_058_multicore_res.json
case_058,1,4,1154519,4539717,3.9321,self,4,results/final_plans_mono/p1/n4/case_058_multicore_res.json
case_058,1,5,1004819,4539717,4.5179,self,5,results/final_plans_mono/p1/n5/case_058_multicore_res.json
case_058,2,1,4539717,4539717,1.0,self,1,results/final_plans_mono/p2/n1/case_058_multicore_res.json
case_058,2,2,2263428,4539717,2.0057,self,2,results/final_plans_mono/p2/n2/case_058_multicore_res.json
case_058,2,3,1554831,4539717,2.9197,self,3,results/final_plans_mono/p2/n3/case_058_multicore_res.json
case_058,2,4,1154519,4539717,3.9321,self,4,results/final_plans_mono/p2/n4/case_058_multicore_res.json
case_058,2,5,1004819,4539717,4.5179,self,5,results/final_plans_mono/p2/n5/case_058_multicore_res.json
case_058,3,1,4539717,4539717,1.0,self,1,results/final_plans_mono/p3/n1/case_058_multicore_res.json
case_058,3,2,2262108,4539717,2.0069,self,2,results/final_plans_mono/p3/n2/case_058_multicore_res.json
case_058,3,3,1554831,4539717,2.9197,self,3,results/final_plans_mono/p3/n3/case_058_multicore_res.json
case_058,3,4,1142629,4539717,3.973,self,4,results/final_plans_mono/p3/n4/case_058_multicore_res.json
case_058,3,5,1004819,4539717,4.5179,self,5,results/final_plans_mono/p3/n5/case_058_multicore_res.json
case_059,1,1,829473,829473,1.0,self,1,results/final_plans_mono/p1/n1/case_059_multicore_res.json
case_059,1,2,369318,829473,2.246,self,2,results/final_plans_mono/p1/n2/case_059_multicore_res.json
case_059,1,3,266217,829473,3.1158,self,3,results/final_plans_mono/p1/n3/case_059_multicore_res.json
case_059,1,4,185216,829473,4.4784,self,4,results/final_plans_mono/p1/n4/case_059_multicore_res.json
case_059,1,5,150782,829473,5.5011,self,5,results/final_plans_mono/p1/n5/case_059_multicore_res.json
case_059,2,1,829473,829473,1.0,self,1,results/final_plans_mono/p2/n1/case_059_multicore_res.json
case_059,2,2,369318,829473,2.246,self,2,results/final_plans_mono/p2/n2/case_059_multicore_res.json
case_059,2,3,255358,829473,3.2483,self,3,results/final_plans_mono/p2/n3/case_059_multicore_res.json
case_059,2,4,185216,829473,4.4784,self,4,results/final_plans_mono/p2/n4/case_059_multicore_res.json
case_059,2,5,150736,829473,5.5028,self,5,results/final_plans_mono/p2/n5/case_059_multicore_res.json
case_059,3,1,815938,829473,1.0166,self,1,results/final_plans_mono/p3/n1/case_059_multicore_res.json
case_059,3,2,369318,829473,2.246,self,2,results/final_plans_mono/p3/n2/case_059_multicore_res.json
case_059,3,3,255306,829473,3.2489,self,3,results/final_plans_mono/p3/n3/case_059_multicore_res.json
case_059,3,4,185216,829473,4.4784,self,4,results/final_plans_mono/p3/n4/case_059_multicore_res.json
case_059,3,5,150665,829473,5.5054,self,5,results/final_plans_mono/p3/n5/case_059_multicore_res.json
case_060,1,1,888789,888789,1.0,self,1,results/final_plans_mono/p1/n1/case_060_multicore_res.json
case_060,1,2,454346,888789,1.9562,self,2,results/final_plans_mono/p1/n2/case_060_multicore_res.json
case_060,1,3,311759,888789,2.8509,self,3,results/final_plans_mono/p1/n3/case_060_multicore_res.json
case_060,1,4,232939,888789,3.8155,self,4,results/final_plans_mono/p1/n4/case_060_multicore_res.json
case_060,1,5,196599,888789,4.5208,self,5,results/final_plans_mono/p1/n5/case_060_multicore_res.json
case_060,2,1,888789,888789,1.0,self,1,results/final_plans_mono/p2/n1/case_060_multicore_res.json
case_060,2,2,454346,888789,1.9562,self,2,results/final_plans_mono/p2/n2/case_060_multicore_res.json
case_060,2,3,311884,888789,2.8497,self,3,results/final_plans_mono/p2/n3/case_060_multicore_res.json
case_060,2,4,229883,888789,3.8663,self,4,results/final_plans_mono/p2/n4/case_060_multicore_res.json
case_060,2,5,196763,888789,4.5171,self,5,results/final_plans_mono/p2/n5/case_060_multicore_res.json
case_060,3,1,887801,888789,1.0011,self,1,results/final_plans_mono/p3/n1/case_060_multicore_res.json
case_060,3,2,454167,888789,1.957,self,2,results/final_plans_mono/p3/n2/case_060_multicore_res.json
case_060,3,3,311135,888789,2.8566,self,3,results/final_plans_mono/p3/n3/case_060_multicore_res.json
case_060,3,4,229693,888789,3.8695,self,4,results/final_plans_mono/p3/n4/case_060_multicore_res.json
case_060,3,5,195309,888789,4.5507,self,5,results/final_plans_mono/p3/n5/case_060_multicore_res.json
case_061,1,1,77191,77191,1.0,self,1,results/final_plans_mono/p1/n1/case_061_multicore_res.json
case_061,1,2,38873,77191,1.9857,self,2,results/final_plans_mono/p1/n2/case_061_multicore_res.json
case_061,1,3,34829,77191,2.2163,self,3,results/final_plans_mono/p1/n3/case_061_multicore_res.json
case_061,1,4,28476,77191,2.7107,self,4,results/final_plans_mono/p1/n4/case_061_multicore_res.json
case_061,1,5,23868,77191,3.2341,self,5,results/final_plans_mono/p1/n5/case_061_multicore_res.json
case_061,2,1,77191,77191,1.0,self,1,results/final_plans_mono/p2/n1/case_061_multicore_res.json
case_061,2,2,38873,77191,1.9857,self,2,results/final_plans_mono/p2/n2/case_061_multicore_res.json
case_061,2,3,29830,77191,2.5877,self,3,results/final_plans_mono/p2/n3/case_061_multicore_res.json
case_061,2,4,23028,77191,3.352,self,4,results/final_plans_mono/p2/n4/case_061_multicore_res.json
case_061,2,5,19552,77191,3.948,self,5,results/final_plans_mono/p2/n5/case_061_multicore_res.json
case_061,3,1,77191,77191,1.0,self,1,results/final_plans_mono/p3/n1/case_061_multicore_res.json
case_061,3,2,38873,77191,1.9857,self,2,results/final_plans_mono/p3/n2/case_061_multicore_res.json
case_061,3,3,29381,77191,2.6272,self,3,results/final_plans_mono/p3/n3/case_061_multicore_res.json
case_061,3,4,22937,77191,3.3653,self,4,results/final_plans_mono/p3/n4/case_061_multicore_res.json
case_061,3,5,21433,77191,3.6015,self,5,results/final_plans_mono/p3/n5/case_061_multicore_res.json
case_062,1,1,2854809,2854809,1.0,self,1,results/final_plans_mono/p1/n1/case_062_multicore_res.json
case_062,1,2,1429373,2854809,1.9972,self,2,results/final_plans_mono/p1/n2/case_062_multicore_res.json
case_062,1,3,955282,2854809,2.9884,self,3,results/final_plans_mono/p1/n3/case_062_multicore_res.json
case_062,1,4,718474,2854809,3.9734,self,4,results/final_plans_mono/p1/n4/case_062_multicore_res.json
case_062,1,5,575863,2854809,4.9574,self,5,results/final_plans_mono/p1/n5/case_062_multicore_res.json
case_062,2,1,2854809,2854809,1.0,self,1,results/final_plans_mono/p2/n1/case_062_multicore_res.json
case_062,2,2,1429017,2854809,1.9977,self,2,results/final_plans_mono/p2/n2/case_062_multicore_res.json
case_062,2,3,954281,2854809,2.9916,self,3,results/final_plans_mono/p2/n3/case_062_multicore_res.json
case_062,2,4,716806,2854809,3.9827,self,4,results/final_plans_mono/p2/n4/case_062_multicore_res.json
case_062,2,5,574337,2854809,4.9706,self,5,results/final_plans_mono/p2/n5/case_062_multicore_res.json
case_062,3,1,2854809,2854809,1.0,self,1,results/final_plans_mono/p3/n1/case_062_multicore_res.json
case_062,3,2,1428976,2854809,1.9978,self,2,results/final_plans_mono/p3/n2/case_062_multicore_res.json
case_062,3,3,954215,2854809,2.9918,self,3,results/final_plans_mono/p3/n3/case_062_multicore_res.json
case_062,3,4,716806,2854809,3.9827,self,4,results/final_plans_mono/p3/n4/case_062_multicore_res.json
case_062,3,5,574337,2854809,4.9706,self,5,results/final_plans_mono/p3/n5/case_062_multicore_res.json
case_063,1,1,1070397,1070397,1.0,self,1,results/final_plans_mono/p1/n1/case_063_multicore_res.json
case_063,1,2,537888,1070397,1.99,self,2,results/final_plans_mono/p1/n2/case_063_multicore_res.json
case_063,1,3,359105,1070397,2.9807,self,3,results/final_plans_mono/p1/n3/case_063_multicore_res.json
case_063,1,4,271192,1070397,3.947,self,4,results/final_plans_mono/p1/n4/case_063_multicore_res.json
case_063,1,5,218990,1070397,4.8879,self,5,results/final_plans_mono/p1/n5/case_063_multicore_res.json
case_063,2,1,1070397,1070397,1.0,self,1,results/final_plans_mono/p2/n1/case_063_multicore_res.json
case_063,2,2,534284,1070397,2.0034,self,2,results/final_plans_mono/p2/n2/case_063_multicore_res.json
case_063,2,3,346909,1070397,3.0855,self,3,results/final_plans_mono/p2/n3/case_063_multicore_res.json
case_063,2,4,270124,1070397,3.9626,self,4,results/final_plans_mono/p2/n4/case_063_multicore_res.json
case_063,2,5,213041,1070397,5.0244,self,5,results/final_plans_mono/p2/n5/case_063_multicore_res.json
case_063,3,1,1070397,1070397,1.0,self,1,results/final_plans_mono/p3/n1/case_063_multicore_res.json
case_063,3,2,533800,1070397,2.0052,self,2,results/final_plans_mono/p3/n2/case_063_multicore_res.json
case_063,3,3,344374,1070397,3.1082,self,3,results/final_plans_mono/p3/n3/case_063_multicore_res.json
case_063,3,4,270081,1070397,3.9632,self,4,results/final_plans_mono/p3/n4/case_063_multicore_res.json
case_063,3,5,213041,1070397,5.0244,self,5,results/final_plans_mono/p3/n5/case_063_multicore_res.json
case_064,1,1,19116,19116,1.0,self,1,results/final_plans_mono/p1/n1/case_064_multicore_res.json
case_064,1,2,19071,19116,1.0024,self,2,results/final_plans_mono/p1/n2/case_064_multicore_res.json
case_064,1,3,17646,19116,1.0833,self,3,results/final_plans_mono/p1/n3/case_064_multicore_res.json
case_064,1,4,17646,19116,1.0833,embed_from_3,3,results/final_plans_mono/p1/n4/case_064_multicore_res.json
case_064,1,5,16068,19116,1.1897,self,5,results/final_plans_mono/p1/n5/case_064_multicore_res.json
case_064,2,1,19116,19116,1.0,self,1,results/final_plans_mono/p2/n1/case_064_multicore_res.json
case_064,2,2,13698,19116,1.3955,self,2,results/final_plans_mono/p2/n2/case_064_multicore_res.json
case_064,2,3,11449,19116,1.6697,self,3,results/final_plans_mono/p2/n3/case_064_multicore_res.json
case_064,2,4,11254,19116,1.6986,self,4,results/final_plans_mono/p2/n4/case_064_multicore_res.json
case_064,2,5,11254,19116,1.6986,embed_from_4,4,results/final_plans_mono/p2/n5/case_064_multicore_res.json
case_064,3,1,19116,19116,1.0,self,1,results/final_plans_mono/p3/n1/case_064_multicore_res.json
case_064,3,2,13674,19116,1.398,self,2,results/final_plans_mono/p3/n2/case_064_multicore_res.json
case_064,3,3,11407,19116,1.6758,self,3,results/final_plans_mono/p3/n3/case_064_multicore_res.json
case_064,3,4,11227,19116,1.7027,self,4,results/final_plans_mono/p3/n4/case_064_multicore_res.json
case_064,3,5,11227,19116,1.7027,embed_from_4,4,results/final_plans_mono/p3/n5/case_064_multicore_res.json
case_065,1,1,53068,53068,1.0,self,1,results/final_plans_mono/p1/n1/case_065_multicore_res.json
case_065,1,2,22981,53068,2.3092,self,2,results/final_plans_mono/p1/n2/case_065_multicore_res.json
case_065,1,3,17966,53068,2.9538,self,3,results/final_plans_mono/p1/n3/case_065_multicore_res.json
case_065,1,4,13745,53068,3.8609,self,4,results/final_plans_mono/p1/n4/case_065_multicore_res.json
case_065,1,5,11421,53068,4.6465,self,5,results/final_plans_mono/p1/n5/case_065_multicore_res.json
case_065,2,1,53068,53068,1.0,self,1,results/final_plans_mono/p2/n1/case_065_multicore_res.json
case_065,2,2,21905,53068,2.4226,self,2,results/final_plans_mono/p2/n2/case_065_multicore_res.json
case_065,2,3,14937,53068,3.5528,self,3,results/final_plans_mono/p2/n3/case_065_multicore_res.json
case_065,2,4,11760,53068,4.5126,self,4,results/final_plans_mono/p2/n4/case_065_multicore_res.json
case_065,2,5,10622,53068,4.996,self,5,results/final_plans_mono/p2/n5/case_065_multicore_res.json
case_065,3,1,53068,53068,1.0,self,1,results/final_plans_mono/p3/n1/case_065_multicore_res.json
case_065,3,2,21905,53068,2.4226,self,2,results/final_plans_mono/p3/n2/case_065_multicore_res.json
case_065,3,3,14937,53068,3.5528,self,3,results/final_plans_mono/p3/n3/case_065_multicore_res.json
case_065,3,4,11760,53068,4.5126,self,4,results/final_plans_mono/p3/n4/case_065_multicore_res.json
case_065,3,5,10499,53068,5.0546,self,5,results/final_plans_mono/p3/n5/case_065_multicore_res.json
case_066,1,1,359070,359070,1.0,self,1,results/final_plans_mono/p1/n1/case_066_multicore_res.json
case_066,1,2,230062,359070,1.5608,self,2,results/final_plans_mono/p1/n2/case_066_multicore_res.json
case_066,1,3,169971,359070,2.1125,self,3,results/final_plans_mono/p1/n3/case_066_multicore_res.json
case_066,1,4,158070,359070,2.2716,self,4,results/final_plans_mono/p1/n4/case_066_multicore_res.json
case_066,1,5,124255,359070,2.8898,self,5,results/final_plans_mono/p1/n5/case_066_multicore_res.json
case_066,2,1,359070,359070,1.0,self,1,results/final_plans_mono/p2/n1/case_066_multicore_res.json
case_066,2,2,197561,359070,1.8175,self,2,results/final_plans_mono/p2/n2/case_066_multicore_res.json
case_066,2,3,142974,359070,2.5114,self,3,results/final_plans_mono/p2/n3/case_066_multicore_res.json
case_066,2,4,132815,359070,2.7035,self,4,results/final_plans_mono/p2/n4/case_066_multicore_res.json
case_066,2,5,110016,359070,3.2638,self,5,results/final_plans_mono/p2/n5/case_066_multicore_res.json
case_066,3,1,359070,359070,1.0,self,1,results/final_plans_mono/p3/n1/case_066_multicore_res.json
case_066,3,2,197561,359070,1.8175,self,2,results/final_plans_mono/p3/n2/case_066_multicore_res.json
case_066,3,3,142969,359070,2.5115,self,3,results/final_plans_mono/p3/n3/case_066_multicore_res.json
case_066,3,4,131603,359070,2.7284,self,4,results/final_plans_mono/p3/n4/case_066_multicore_res.json
case_066,3,5,110603,359070,3.2465,self,5,results/final_plans_mono/p3/n5/case_066_multicore_res.json
case_067,1,1,63834834,63834834,1.0,self,1,results/final_plans_mono/p1/n1/case_067_multicore_res.json
case_067,1,2,32441828,63834834,1.9677,self,2,results/final_plans_mono/p1/n2/case_067_multicore_res.json
case_067,1,3,21673797,63834834,2.9453,self,3,results/final_plans_mono/p1/n3/case_067_multicore_res.json
case_067,1,4,17872457,63834834,3.5717,self,4,results/final_plans_mono/p1/n4/case_067_multicore_res.json
case_067,1,5,14414488,63834834,4.4285,self,5,results/final_plans_mono/p1/n5/case_067_multicore_res.json
case_067,2,1,63834834,63834834,1.0,self,1,results/final_plans_mono/p2/n1/case_067_multicore_res.json
case_067,2,2,30338059,63834834,2.1041,self,2,results/final_plans_mono/p2/n2/case_067_multicore_res.json
case_067,2,3,20153440,63834834,3.1674,self,3,results/final_plans_mono/p2/n3/case_067_multicore_res.json
case_067,2,4,15143945,63834834,4.2152,self,4,results/final_plans_mono/p2/n4/case_067_multicore_res.json
case_067,2,5,12531847,63834834,5.0938,self,5,results/final_plans_mono/p2/n5/case_067_multicore_res.json
case_067,3,1,63834834,63834834,1.0,self,1,results/final_plans_mono/p3/n1/case_067_multicore_res.json
case_067,3,2,30303605,63834834,2.1065,self,2,results/final_plans_mono/p3/n2/case_067_multicore_res.json
case_067,3,3,20084166,63834834,3.1784,self,3,results/final_plans_mono/p3/n3/case_067_multicore_res.json
case_067,3,4,15040197,63834834,4.2443,self,4,results/final_plans_mono/p3/n4/case_067_multicore_res.json
case_067,3,5,12497325,63834834,5.1079,self,5,results/final_plans_mono/p3/n5/case_067_multicore_res.json
case_068,1,1,362095,362095,1.0,self,1,results/final_plans_mono/p1/n1/case_068_multicore_res.json
case_068,1,2,249377,362095,1.452,self,2,results/final_plans_mono/p1/n2/case_068_multicore_res.json
case_068,1,3,187636,362095,1.9298,self,3,results/final_plans_mono/p1/n3/case_068_multicore_res.json
case_068,1,4,187636,362095,1.9298,embed_from_3,3,results/final_plans_mono/p1/n4/case_068_multicore_res.json
case_068,1,5,187636,362095,1.9298,embed_from_3,3,results/final_plans_mono/p1/n5/case_068_multicore_res.json
case_068,2,1,362095,362095,1.0,self,1,results/final_plans_mono/p2/n1/case_068_multicore_res.json
case_068,2,2,197044,362095,1.8376,self,2,results/final_plans_mono/p2/n2/case_068_multicore_res.json
case_068,2,3,149508,362095,2.4219,self,3,results/final_plans_mono/p2/n3/case_068_multicore_res.json
case_068,2,4,149508,362095,2.4219,embed_from_3,3,results/final_plans_mono/p2/n4/case_068_multicore_res.json
case_068,2,5,149508,362095,2.4219,embed_from_3,3,results/final_plans_mono/p2/n5/case_068_multicore_res.json
case_068,3,1,362095,362095,1.0,self,1,results/final_plans_mono/p3/n1/case_068_multicore_res.json
case_068,3,2,197002,362095,1.838,self,2,results/final_plans_mono/p3/n2/case_068_multicore_res.json
case_068,3,3,147814,362095,2.4497,self,3,results/final_plans_mono/p3/n3/case_068_multicore_res.json
case_068,3,4,120739,362095,2.999,self,4,results/final_plans_mono/p3/n4/case_068_multicore_res.json
case_068,3,5,120739,362095,2.999,embed_from_4,4,results/final_plans_mono/p3/n5/case_068_multicore_res.json
case_069,1,1,25144,25144,1.0,self,1,results/final_plans_mono/p1/n1/case_069_multicore_res.json
case_069,1,2,23844,25144,1.0545,self,2,results/final_plans_mono/p1/n2/case_069_multicore_res.json
case_069,1,3,21838,25144,1.1514,self,3,results/final_plans_mono/p1/n3/case_069_multicore_res.json
case_069,1,4,20155,25144,1.2475,self,4,results/final_plans_mono/p1/n4/case_069_multicore_res.json
case_069,1,5,20155,25144,1.2475,embed_from_4,4,results/final_plans_mono/p1/n5/case_069_multicore_res.json
case_069,2,1,25144,25144,1.0,self,1,results/final_plans_mono/p2/n1/case_069_multicore_res.json
case_069,2,2,13266,25144,1.8954,self,2,results/final_plans_mono/p2/n2/case_069_multicore_res.json
case_069,2,3,12273,25144,2.0487,self,3,results/final_plans_mono/p2/n3/case_069_multicore_res.json
case_069,2,4,12273,25144,2.0487,embed_from_3,3,results/final_plans_mono/p2/n4/case_069_multicore_res.json
case_069,2,5,12273,25144,2.0487,embed_from_3,3,results/final_plans_mono/p2/n5/case_069_multicore_res.json
case_069,3,1,25144,25144,1.0,self,1,results/final_plans_mono/p3/n1/case_069_multicore_res.json
case_069,3,2,14111,25144,1.7819,self,2,results/final_plans_mono/p3/n2/case_069_multicore_res.json
case_069,3,3,12005,25144,2.0945,self,3,results/final_plans_mono/p3/n3/case_069_multicore_res.json
case_069,3,4,10301,25144,2.4409,self,4,results/final_plans_mono/p3/n4/case_069_multicore_res.json
case_069,3,5,10301,25144,2.4409,embed_from_4,4,results/final_plans_mono/p3/n5/case_069_multicore_res.json
case_070,1,1,117300,117300,1.0,self,1,results/final_plans_mono/p1/n1/case_070_multicore_res.json
case_070,1,2,58469,117300,2.0062,self,2,results/final_plans_mono/p1/n2/case_070_multicore_res.json
case_070,1,3,42877,117300,2.7357,self,3,results/final_plans_mono/p1/n3/case_070_multicore_res.json
case_070,1,4,32371,117300,3.6236,self,4,results/final_plans_mono/p1/n4/case_070_multicore_res.json
case_070,1,5,30646,117300,3.8276,self,5,results/final_plans_mono/p1/n5/case_070_multicore_res.json
case_070,2,1,117300,117300,1.0,self,1,results/final_plans_mono/p2/n1/case_070_multicore_res.json
case_070,2,2,47580,117300,2.4653,self,2,results/final_plans_mono/p2/n2/case_070_multicore_res.json
case_070,2,3,40551,117300,2.8927,self,3,results/final_plans_mono/p2/n3/case_070_multicore_res.json
case_070,2,4,29097,117300,4.0313,self,4,results/final_plans_mono/p2/n4/case_070_multicore_res.json
case_070,2,5,26399,117300,4.4434,self,5,results/final_plans_mono/p2/n5/case_070_multicore_res.json
case_070,3,1,117300,117300,1.0,self,1,results/final_plans_mono/p3/n1/case_070_multicore_res.json
case_070,3,2,47580,117300,2.4653,self,2,results/final_plans_mono/p3/n2/case_070_multicore_res.json
case_070,3,3,40551,117300,2.8927,self,3,results/final_plans_mono/p3/n3/case_070_multicore_res.json
case_070,3,4,29097,117300,4.0313,self,4,results/final_plans_mono/p3/n4/case_070_multicore_res.json
case_070,3,5,27037,117300,4.3385,self,5,results/final_plans_mono/p3/n5/case_070_multicore_res.json
case_071,1,1,18919,18919,1.0,self,1,results/final_plans_mono/p1/n1/case_071_multicore_res.json
case_071,1,2,17677,18919,1.0703,self,2,results/final_plans_mono/p1/n2/case_071_multicore_res.json
case_071,1,3,16201,18919,1.1678,self,3,results/final_plans_mono/p1/n3/case_071_multicore_res.json
case_071,1,4,13881,18919,1.3629,self,4,results/final_plans_mono/p1/n4/case_071_multicore_res.json
case_071,1,5,13881,18919,1.3629,embed_from_4,4,results/final_plans_mono/p1/n5/case_071_multicore_res.json
case_071,2,1,18919,18919,1.0,self,1,results/final_plans_mono/p2/n1/case_071_multicore_res.json
case_071,2,2,12299,18919,1.5383,self,2,results/final_plans_mono/p2/n2/case_071_multicore_res.json
case_071,2,3,10775,18919,1.7558,self,3,results/final_plans_mono/p2/n3/case_071_multicore_res.json
case_071,2,4,9527,18919,1.9858,self,4,results/final_plans_mono/p2/n4/case_071_multicore_res.json
case_071,2,5,9527,18919,1.9858,embed_from_4,4,results/final_plans_mono/p2/n5/case_071_multicore_res.json
case_071,3,1,18919,18919,1.0,self,1,results/final_plans_mono/p3/n1/case_071_multicore_res.json
case_071,3,2,11236,18919,1.6838,self,2,results/final_plans_mono/p3/n2/case_071_multicore_res.json
case_071,3,3,10636,18919,1.7788,self,3,results/final_plans_mono/p3/n3/case_071_multicore_res.json
case_071,3,4,8702,18919,2.1741,self,4,results/final_plans_mono/p3/n4/case_071_multicore_res.json
case_071,3,5,8702,18919,2.1741,embed_from_4,4,results/final_plans_mono/p3/n5/case_071_multicore_res.json
case_072,1,1,23897828,23897828,1.0,self,1,results/final_plans_mono/p1/n1/case_072_multicore_res.json
case_072,1,2,17835726,23897828,1.3399,self,2,results/final_plans_mono/p1/n2/case_072_multicore_res.json
case_072,1,3,11984939,23897828,1.994,self,3,results/final_plans_mono/p1/n3/case_072_multicore_res.json
case_072,1,4,5990192,23897828,3.9895,self,4,results/final_plans_mono/p1/n4/case_072_multicore_res.json
case_072,1,5,4822195,23897828,4.9558,self,5,results/final_plans_mono/p1/n5/case_072_multicore_res.json
case_072,2,1,23897828,23897828,1.0,self,1,results/final_plans_mono/p2/n1/case_072_multicore_res.json
case_072,2,2,11846123,23897828,2.0174,self,2,results/final_plans_mono/p2/n2/case_072_multicore_res.json
case_072,2,3,8011141,23897828,2.9831,self,3,results/final_plans_mono/p2/n3/case_072_multicore_res.json
case_072,2,4,5941844,23897828,4.022,self,4,results/final_plans_mono/p2/n4/case_072_multicore_res.json
case_072,2,5,4804197,23897828,4.9744,self,5,results/final_plans_mono/p2/n5/case_072_multicore_res.json
case_072,3,1,23890756,23897828,1.0003,self,1,results/final_plans_mono/p3/n1/case_072_multicore_res.json
case_072,3,2,11841570,23897828,2.0181,self,2,results/final_plans_mono/p3/n2/case_072_multicore_res.json
case_072,3,3,7998790,23897828,2.9877,self,3,results/final_plans_mono/p3/n3/case_072_multicore_res.json
case_072,3,4,5928167,23897828,4.0312,self,4,results/final_plans_mono/p3/n4/case_072_multicore_res.json
case_072,3,5,4776264,23897828,5.0035,self,5,results/final_plans_mono/p3/n5/case_072_multicore_res.json
case_073,1,1,10081626,10081626,1.0,self,1,results/final_plans_mono/p1/n1/case_073_multicore_res.json
